id,(Intercept),Patient_SexM
1CMET2-PWY,3.0669683465947397,-0.011986603033229529
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY,-4.916678636101132,0.9051926429716233
AEROBACTINSYN-PWY,-5.086548041664265,0.714745459434159
ALL-CHORISMATE-PWY,-3.0233220820748574,0.673562817060682
ANAEROFRUCAT-PWY,3.2091783280535893,0.1163134199379528
ANAGLYCOLYSIS-PWY,3.6271134801001015,0.038097622282281925
ARG+POLYAMINE-SYN,0.16203320682721767,0.08881278624508038
ARGDEG-PWY,-3.7823854458138326,0.6518465468341115
ARGORNPROST-PWY,1.7754307236900466,-0.1838627313116211
ARGSYN-PWY,2.8033962673104753,0.018254235873223806
ARGSYNBSUB-PWY,2.8121385197287214,0.031387269417896185
ARO-PWY,3.1739859768973027,0.1033015986277796
ASPASN-PWY,2.1509007509326974,0.345868822805829
AST-PWY,-4.129606048603903,0.596431354906363
BIOTIN-BIOSYNTHESIS-PWY,-1.7404267218174585,0.28598576230984185
BRANCHED-CHAIN-AA-SYN-PWY,3.2125749108712185,-0.15163243561923379
CALVIN-PWY,3.5148783970936552,0.0754740468949906
CATECHOL-ORTHO-CLEAVAGE-PWY,-4.367443283467491,-0.963482702689691
CENTFERM-PWY,-1.3867270076966838,-0.007692539856427913
COA-PWY,3.294638900617116,0.0887984541186264
COBALSYN-PWY,1.9868056814194581,0.1504381648052698
CODH-PWY,-6.013530297739668,0.11632202552547594
COLANSYN-PWY,-0.3318523310523851,0.18345039354028064
COMPLETE-ARO-PWY,3.219226534990108,0.09729089333359899
DAPLYSINESYN-PWY,2.506745261463463,0.47685279640782996
DENOVOPURINE2-PWY,3.035764002739688,-0.15431491538469577
DTDPRHAMSYN-PWY,3.026903749462166,0.24784554226490804
ECASYN-PWY,-3.7435777356891133,0.5694742357076138
ENTBACSYN-PWY,-2.474906853934711,0.2988868996258177
FAO-PWY,-0.7753932251057343,-0.159036392536092
FASYN-ELONG-PWY,2.338982979034501,-0.19087995931256782
FASYN-INITIAL-PWY,-1.9146185840244243,0.3466314744084965
FERMENTATION-PWY,2.3473868975302032,-0.30133816483647424
FOLSYN-PWY,2.8863311356829104,-0.29854016748634027
FUC-RHAMCAT-PWY,0.6860111047076121,0.021581871742922906
FUCCAT-PWY,0.7770333248740933,0.09470530107902736
GALACT-GLUCUROCAT-PWY,1.762414295654656,0.25838999167115273
GALACTARDEG-PWY,-2.202912805476183,0.49803274293845357
GALACTUROCAT-PWY,1.907232994401527,0.2847292838789689
GALLATE-DEGRADATION-I-PWY,-5.1114620543432245,-0.472538689890203
GALLATE-DEGRADATION-II-PWY,-5.111462054343223,-0.5685569694831821
GLCMANNANAUT-PWY,2.268328074243982,-0.21914023461481483
GLUCARDEG-PWY,-1.7671321755157683,0.532079409119545
GLUCARGALACTSUPER-PWY,-2.202912805476183,0.49803274293845357
GLUCONEO-PWY,2.6430409582831658,-0.13770186844782567
GLUCOSE1PMETAB-PWY,-2.922629620590782,0.15383457449022797
GLUCUROCAT-PWY,2.097857429368732,0.3009606158591422
GLUTORN-PWY,2.6411596212329673,-0.014532961603108754
GLYCOCAT-PWY,2.828742709484704,0.07089878443985012
GLYCOGENSYNTH-PWY,2.689099202488009,0.49974884458460556
GLYCOL-GLYOXDEG-PWY,-2.3753453935360795,0.23761807523234924
GLYCOLYSIS,3.313336483435739,0.09096308750128666
GLYCOLYSIS-E-D,0.9891238470175754,0.4444444197174092
GLYCOLYSIS-TCA-GLYOX-BYPASS,-0.4732811363218081,-0.2738086298001785
GLYOXYLATE-BYPASS,-1.127544232949056,-0.2442687025360276
GOLPDLCAT-PWY,-1.3545783523075627,-0.553076036241708
HCAMHPDEG-PWY,-3.392371950961344,-0.730739337381798
HEME-BIOSYNTHESIS-II,0.6085596838050797,-0.48757544816100395
HEMESYN2-PWY,1.8587219781815936,-0.40151389312447305
HEXITOLDEGSUPER-PWY,1.592760225877429,0.27749890113128556
HISDEG-PWY,0.7934665900434208,-0.31009414536796454
HISTSYN-PWY,2.965742091966268,5.291268245405101e-4
HOMOSER-METSYN-PWY,2.1094315035067126,0.10954218565838758
HSERMETANA-PWY,1.9543497654869277,-0.2867310192733227
ILEUSYN-PWY,3.3271582250524716,-0.15742599390231496
KDO-NAGLIPASYN-PWY,-3.4431525688937645,0.7038969945548958
KETOGLUCONMET-PWY,-4.227570595529311,0.15946969221057194
LACTOSECAT-PWY,1.5611722074723406,-0.04828680099546426
LEU-DEG2-PWY,-3.59877749236856,-0.5791485269109216
LPSSYN-PWY,-6.174722720868335,-0.7333665561129408
MET-SAM-PWY,2.4066713627762066,0.11421843539805333
METH-ACETATE-PWY,0.6936374296738652,0.0813577613075585
METHGLYUT-PWY,-4.934065518190761,-0.06435695502932504
METHYLGALLATE-DEGRADATION-PWY,-5.017891859657089,-0.4808766633136472
NAD-BIOSYNTHESIS-II,-1.2956055746828454,-0.11603327111618708
NAGLIPASYN-PWY,-0.6540290596542802,-0.011930119595767119
NONMEVIPP-PWY,2.2042079157540613,0.31872126548946356
NONOXIPENT-PWY,3.7187840046990708,0.10436545534079103
OANTIGEN-PWY,2.839049822503176,0.24733256679304524
ORNARGDEG-PWY,-3.7823854458138326,0.6518465468341115
ORNDEG-PWY,-3.8458132686856716,0.48963566061105146
P101-PWY,-2.5635431173693393,-0.6667113622963136
P105-PWY,-0.610671034766419,-0.1449583729244006
P108-PWY,0.20937893538603447,-0.3658007281979285
P122-PWY,1.5717867090178768,0.1358694698289979
P124-PWY,1.8624949992750253,0.1370168851314436
P125-PWY,0.9493778731510325,-0.9086925404561907
P161-PWY,3.501949701445753,0.07631162645330584
P162-PWY,-2.4733169331632014,0.08209243723515433
P163-PWY,-4.237042674390874,0.21549557322689356
P164-PWY,1.7573262884751948,0.34847683684738606
P184-PWY,-5.2099283820770275,-0.5370255252895111
P221-PWY,-3.710292448889426,-0.5675678298454694
P23-PWY,0.0592655632060648,-0.02439606650225075
P261-PWY,-5.762193573270354,-0.6891309947760956
P281-PWY,-6.068918468085588,0.308113732857369
P341-PWY,-4.831125278970687,-0.5194156461364277
P381-PWY,-4.14954359874472,-0.24222379941558073
P4-PWY,2.0023684210055475,0.32808027175722054
P42-PWY,1.7154466365099434,-0.6170559196978741
P441-PWY,1.431310164769398,0.2265354172091506
P461-PWY,1.1795434396901747,0.4415238394707973
P562-PWY,0.01463931171217947,-0.0760558434438412
PANTO-PWY,2.3652278081031675,-0.09272310934160746
PANTOSYN-PWY,2.4680820835781443,-0.06102142854300599
PENTOSE-P-PWY,2.615718602372066,-0.12799564200411703
PEPTIDOGLYCANSYN-PWY,3.4179027762118483,0.06198860752735287
PHOSLIPSYN-PWY,3.550191122640584,0.0683605628914643
POLYAMINSYN3-PWY,-1.0522528603672443,-0.5176486731528117
POLYAMSYN-PWY,-0.25957608602461946,0.07188955521774684
POLYISOPRENSYN-PWY,2.9513931718344733,-0.08558141528580196
PPGPPMET-PWY,-3.1612411610367674,0.3989674319856409
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY,-2.571922315150835,-0.41584544592823025
PRPP-PWY,0.7926272130246765,-0.17286469972130522
PWY-1269,-0.48560848294894576,0.09378504488527725
PWY-1861,1.8749423321471195,-0.25387688211920856
PWY-2941,2.221343643407515,0.2571265189712738
PWY-2942,3.530701979184512,0.020264512271215118
